APL,thickness,bending,tilt,zorder,compress
0.591076912,0.349198581,0.08750335,0.0466873,0.210374298,0.050873654
0.677395872,0.275256274,0.080462262,0.034205775,0.181962717,0.049800278
0.866623124,0.10758613,0.057991176,0.013519578,0.026446286,0.023998948
0.901938106,0.083668088,0.058735626,0.011748848,0.02251171,0.024407038
0.732017072,0.21254318,0.060340521,0.02098999,0.041087184,0.021956521
0.824767659,0.139288305,0.058678988,0.015485071,0.031328284,0.023347595
0.853031891,0.11773928,0.058386688,0.014130512,0.029038321,0.024793984
0.778458133,0.174434395,0.057466729,0.018684511,0.036986452,0.022717433
0.795192609,0.158480483,0.057928146,0.017104245,0.03521113,0.02285218
0.538383385,0.4282138,0.111420998,0.060455024,0.289051412,0.07320222
0.556251786,0.420253925,0.10841172,0.055336464,0.278692135,0.0685053
0.533904378,0.433745441,0.1109329,0.061420919,0.292481981,0.076651552
0.476657006,0.478343703,0.12558226,0.079473413,0.331387978,0.083177968
0.498995342,0.46293446,0.117904487,0.071928581,0.315565489,0.08158187
0.519660004,0.445087708,0.114931157,0.064638002,0.301105481,0.074761872
0.504991541,0.457233139,0.118184085,0.071074432,0.310610715,0.076801284
0.884795417,0.090812693,0.056773005,0.012519437,0.023478074,0.022348816
0.922214965,0.064629946,0.056840428,0.010744227,0.019792179,0.021614486
0.742607938,0.202747009,0.05796697,0.019187138,0.036085554,0.018951537
0.83716827,0.126548827,0.056663003,0.013918784,0.029381599,0.019830466
0.869188064,0.10174522,0.057184654,0.012453068,0.025222381,0.022243205
0.786636005,0.162856679,0.05744508,0.016228832,0.033100947,0.018704905
0.805729046,0.147558167,0.056581281,0.015378755,0.030161757,0.020572827
0.657370744,0.305032937,0.084772871,0.036395889,0.193028712,0.059324585
0.617615309,0.33611958,0.086520761,0.043208723,0.205914669,0.060824653
0.601493153,0.349972212,0.089610723,0.0453355,0.212576419,0.063110045
0.632029772,0.325348089,0.086356197,0.040304254,0.200519027,0.062902721
0.597227325,0.354454866,0.088430019,0.045620066,0.213296429,0.06342588
0.568906397,0.372048552,0.091670165,0.051115936,0.226453774,0.06224874
0.638182453,0.320421296,0.086774796,0.038932097,0.198567247,0.059180808
0.518616792,0.459732088,0.116838817,0.064867826,0.303036214,0.083092005
0.534446395,0.452334738,0.11143378,0.060224748,0.293499964,0.078279121
0.513412073,0.459728435,0.116971427,0.067007723,0.306019269,0.084687512
0.466676192,0.490085748,0.127875766,0.085167891,0.342784069,0.092316402
0.484533254,0.478785032,0.123601105,0.07689106,0.328002825,0.092220424
0.501639657,0.46678485,0.11937118,0.070502134,0.315248685,0.084189194
0.48873785,0.47293065,0.121812474,0.075986241,0.324519086,0.088655129
0.64016002,0.356140862,0.087682293,0.038293294,0.223775338,0.040630242
0.657824314,0.343052416,0.087247717,0.036874538,0.216520964,0.038839825
0.633882607,0.360651877,0.0873292,0.038766515,0.225925398,0.041199898
0.570859017,0.404721145,0.095760291,0.05067167,0.252278858,0.045505708
0.592269802,0.391544567,0.093840648,0.046435307,0.242598606,0.043925203
0.616540347,0.372323354,0.090516622,0.04182435,0.233328205,0.040611028
0.601803849,0.383600413,0.091789194,0.044589929,0.238607537,0.042734079
0.389124745,0.604322844,0.222905682,0.147423958,0.496965824,0.079793295
0.390013743,0.606411202,0.218269141,0.143070422,0.495749562,0.081921044
0.398518186,0.595817113,0.214532907,0.138047319,0.483944727,0.080133888
0.399835808,0.5973793,0.212806586,0.137308082,0.482246612,0.073731484
0.425319654,0.565141351,0.195979553,0.11852947,0.449230293,0.069021756
0.427528541,0.563516826,0.193821852,0.116547012,0.447013771,0.066345341
0.370911631,0.628817246,0.238907499,0.164722739,0.524866751,0.091450298
0.372245128,0.627052033,0.237762743,0.160131235,0.521657724,0.08521728
